"","YEAR","STATE","TYPE.OF.PRODUCER","ENERGY.SOURCE","GENERATION..Megawatthours."
"14282",1999,"IN","Electric Generators, Independent Power Producers","Natural Gas",395259
"14284",1999,"IN","Electric Generators, Electric Utilities","Total",114182827
"14285",1999,"IN","Electric Generators, Electric Utilities","Coal",112336883
"14286",1999,"IN","Electric Generators, Electric Utilities","Hydro",406974
"14287",1999,"IN","Electric Generators, Electric Utilities","Natural Gas",625738
"14288",1999,"IN","Electric Generators, Electric Utilities","Petroleum",813232
"14289",1999,"IN","Combined Heat and Power, Industrial Power","Total",4559462
"14290",1999,"IN","Combined Heat and Power, Industrial Power","Coal",395404
"14291",1999,"IN","Combined Heat and Power, Industrial Power","Natural Gas",1064886
"14295",1999,"IN","Combined Heat and Power, Industrial Power","Petroleum",105093
"14296",1999,"IN","Combined Heat and Power, Commercial Power","Total",194669
"14297",1999,"IN","Combined Heat and Power, Commercial Power","Coal",131529
"14298",1999,"IN","Combined Heat and Power, Commercial Power","Natural Gas",23238
"14300",1999,"IN","Combined Heat and Power, Commercial Power","Petroleum",2132
"14301",1999,"KS","Total Electric Power Industry","Total",42070230
"14302",1999,"KS","Total Electric Power Industry","Coal",29649100
"14303",1999,"KS","Total Electric Power Industry","Hydro",12367
"14304",1999,"KS","Total Electric Power Industry","Natural Gas",2940799
"14305",1999,"KS","Total Electric Power Industry","Nuclear",9156619
"14306",1999,"KS","Total Electric Power Industry","Petroleum",311345
"14307",1999,"KS","Electric Generators, Independent Power Producers","Total",12367
"14308",1999,"KS","Electric Generators, Independent Power Producers","Hydro",12367
"14309",1999,"KS","Electric Generators, Electric Utilities","Total",42002924
"14310",1999,"KS","Electric Generators, Electric Utilities","Coal",29649100
"14311",1999,"KS","Electric Generators, Electric Utilities","Natural Gas",2886195
"14312",1999,"KS","Electric Generators, Electric Utilities","Nuclear",9156619
"14313",1999,"KS","Electric Generators, Electric Utilities","Petroleum",311010
"14314",1999,"KS","Combined Heat and Power, Industrial Power","Total",52723
"14315",1999,"KS","Combined Heat and Power, Industrial Power","Natural Gas",52388
"14316",1999,"KS","Combined Heat and Power, Industrial Power","Petroleum",335
"14317",1999,"KS","Combined Heat and Power, Commercial Power","Total",2216
"14318",1999,"KS","Combined Heat and Power, Commercial Power","Natural Gas",2216
"14319",1999,"KY","Total Electric Power Industry","Total",92681908
"14320",1999,"KY","Total Electric Power Industry","Coal",89522933
"14321",1999,"KY","Total Electric Power Industry","Hydro",2556572
"14322",1999,"KY","Total Electric Power Industry","Natural Gas",462510
"14323",1999,"KY","Total Electric Power Industry","Petroleum",127484
"14324",1999,"KY","Total Electric Power Industry","Wood",12409
"14325",1999,"KY","Electric Generators, Independent Power Producers","Total",11011349
"14326",1999,"KY","Electric Generators, Independent Power Producers","Coal",10978329
"14327",1999,"KY","Electric Generators, Independent Power Producers","Natural Gas",9291
"14328",1999,"KY","Electric Generators, Independent Power Producers","Petroleum",23729
"14329",1999,"KY","Electric Generators, Electric Utilities","Total",81658150
"14330",1999,"KY","Electric Generators, Electric Utilities","Coal",78544604
"14331",1999,"KY","Electric Generators, Electric Utilities","Hydro",2556572
"14332",1999,"KY","Electric Generators, Electric Utilities","Natural Gas",453219
"14333",1999,"KY","Electric Generators, Electric Utilities","Petroleum",103755
"14334",1999,"KY","Combined Heat and Power, Industrial Power","Total",12409
"14335",1999,"KY","Combined Heat and Power, Industrial Power","Wood",12409
"14336",1999,"LA","Total Electric Power Industry","Total",89941753
"14337",1999,"LA","Total Electric Power Industry","Coal",21182104
"14338",1999,"LA","Total Electric Power Industry","Hydro",801826
"14339",1999,"LA","Total Electric Power Industry","Natural Gas",47998719
"14340",1999,"LA","Total Electric Power Industry","Nuclear",13111604
"14344",1999,"LA","Total Electric Power Industry","Petroleum",1932461
"14345",1999,"LA","Total Electric Power Industry","Wood",2734598
"14346",1999,"LA","Electric Generators, Independent Power Producers","Total",1024419
"14347",1999,"LA","Electric Generators, Independent Power Producers","Hydro",801826
"14348",1999,"LA","Electric Generators, Independent Power Producers","Natural Gas",138986
"14350",1999,"LA","Electric Generators, Independent Power Producers","Petroleum",2353
"14351",1999,"LA","Electric Generators, Electric Utilities","Total",64837110
"14352",1999,"LA","Electric Generators, Electric Utilities","Coal",21166160
"14353",1999,"LA","Electric Generators, Electric Utilities","Natural Gas",30162489
"14354",1999,"LA","Electric Generators, Electric Utilities","Nuclear",13111604
"14355",1999,"LA","Electric Generators, Electric Utilities","Petroleum",396857
"14356",1999,"LA","Combined Heat and Power, Industrial Power","Total",22541745
"14357",1999,"LA","Combined Heat and Power, Industrial Power","Coal",15944
"14358",1999,"LA","Combined Heat and Power, Industrial Power","Natural Gas",17671561
"14362",1999,"LA","Combined Heat and Power, Industrial Power","Petroleum",20455
"14363",1999,"LA","Combined Heat and Power, Industrial Power","Wood",2734598
"14364",1999,"LA","Combined Heat and Power, Electric Power","Total",1521673
"14365",1999,"LA","Combined Heat and Power, Electric Power","Natural Gas",8877
"14366",1999,"LA","Combined Heat and Power, Electric Power","Petroleum",1512796
"14367",1999,"LA","Combined Heat and Power, Commercial Power","Total",16806
"14368",1999,"LA","Combined Heat and Power, Commercial Power","Natural Gas",16806
"14369",1999,"MA","Total Electric Power Industry","Total",40575392
"14370",1999,"MA","Total Electric Power Industry","Coal",11169847
"14371",1999,"MA","Total Electric Power Industry","Hydro",974568
"14372",1999,"MA","Total Electric Power Industry","Natural Gas",11104399
"14373",1999,"MA","Total Electric Power Industry","Nuclear",4518426
"14375",1999,"MA","Total Electric Power Industry","Petroleum",11241950
"14377",1999,"MA","Total Electric Power Industry","Wind",0
"14378",1999,"MA","Total Electric Power Industry","Wood",97449
"14379",1999,"MA","Electric Generators, Independent Power Producers","Total",29002644
"14380",1999,"MA","Electric Generators, Independent Power Producers","Coal",10061677
"14381",1999,"MA","Electric Generators, Independent Power Producers","Hydro",418717
"14382",1999,"MA","Electric Generators, Independent Power Producers","Natural Gas",3425699
"14383",1999,"MA","Electric Generators, Independent Power Producers","Nuclear",2587483
"14385",1999,"MA","Electric Generators, Independent Power Producers","Petroleum",10674792
"14387",1999,"MA","Electric Generators, Independent Power Producers","Wood",97016
"14388",1999,"MA","Electric Generators, Electric Utilities","Total",4359511
"14389",1999,"MA","Electric Generators, Electric Utilities","Coal",1073628
"14390",1999,"MA","Electric Generators, Electric Utilities","Hydro",544113
"14391",1999,"MA","Electric Generators, Electric Utilities","Natural Gas",865627
"14392",1999,"MA","Electric Generators, Electric Utilities","Nuclear",1930943
"14393",1999,"MA","Electric Generators, Electric Utilities","Petroleum",300040
"14395",1999,"MA","Electric Generators, Electric Utilities","Wind",0
"14396",1999,"MA","Combined Heat and Power, Industrial Power","Total",452832
"14397",1999,"MA","Combined Heat and Power, Industrial Power","Coal",34542
"14398",1999,"MA","Combined Heat and Power, Industrial Power","Hydro",11738
"14399",1999,"MA","Combined Heat and Power, Industrial Power","Natural Gas",305488
"14400",1999,"MA","Combined Heat and Power, Industrial Power","Petroleum",101064
"14401",1999,"MA","Combined Heat and Power, Electric Power","Total",6332803
"14402",1999,"MA","Combined Heat and Power, Electric Power","Natural Gas",6208961
"14404",1999,"MA","Combined Heat and Power, Electric Power","Petroleum",60873
"14405",1999,"MA","Combined Heat and Power, Electric Power","Wood",433
"14406",1999,"MA","Combined Heat and Power, Commercial Power","Total",427602
"14407",1999,"MA","Combined Heat and Power, Commercial Power","Natural Gas",298624
"14409",1999,"MA","Combined Heat and Power, Commercial Power","Petroleum",105181
"14410",1999,"MD","Total Electric Power Industry","Total",51685621
"14411",1999,"MD","Total Electric Power Industry","Coal",29687655
"14412",1999,"MD","Total Electric Power Industry","Hydro",1424197
"14413",1999,"MD","Total Electric Power Industry","Natural Gas",2125193
"14414",1999,"MD","Total Electric Power Industry","Nuclear",13312335
"14417",1999,"MD","Total Electric Power Industry","Petroleum",4290788
"14418",1999,"MD","Total Electric Power Industry","Wood",171088
"14419",1999,"MD","Electric Generators, Independent Power Producers","Total",341188
"14420",1999,"MD","Electric Generators, Independent Power Producers","Hydro",1779
"14421",1999,"MD","Electric Generators, Independent Power Producers","Natural Gas",909
"14423",1999,"MD","Electric Generators, Electric Utilities","Total",49323828
"14424",1999,"MD","Electric Generators, Electric Utilities","Coal",29352347
"14425",1999,"MD","Electric Generators, Electric Utilities","Hydro",1422418
"14426",1999,"MD","Electric Generators, Electric Utilities","Natural Gas",1339520
"14427",1999,"MD","Electric Generators, Electric Utilities","Nuclear",13312335
"14428",1999,"MD","Electric Generators, Electric Utilities","Petroleum",3897208
"14429",1999,"MD","Combined Heat and Power, Industrial Power","Total",467760
"14430",1999,"MD","Combined Heat and Power, Industrial Power","Coal",231155
"14431",1999,"MD","Combined Heat and Power, Industrial Power","Natural Gas",68903
"14432",1999,"MD","Combined Heat and Power, Industrial Power","Petroleum",9271
"14433",1999,"MD","Combined Heat and Power, Industrial Power","Wood",158431
"14434",1999,"MD","Combined Heat and Power, Electric Power","Total",1527961
"14435",1999,"MD","Combined Heat and Power, Electric Power","Coal",104153
"14436",1999,"MD","Combined Heat and Power, Electric Power","Natural Gas",715861
"14439",1999,"MD","Combined Heat and Power, Electric Power","Petroleum",384042
"14440",1999,"MD","Combined Heat and Power, Commercial Power","Total",24884
"14443",1999,"MD","Combined Heat and Power, Commercial Power","Petroleum",267
"14444",1999,"MD","Combined Heat and Power, Commercial Power","Wood",12657
"14445",1999,"ME","Total Electric Power Industry","Total",12673929
"14446",1999,"ME","Total Electric Power Industry","Coal",494407
"14447",1999,"ME","Total Electric Power Industry","Hydro",3755956
"14448",1999,"ME","Total Electric Power Industry","Natural Gas",80735
"14451",1999,"ME","Total Electric Power Industry","Petroleum",4711421
"14452",1999,"ME","Total Electric Power Industry","Wood",3099133
"14453",1999,"ME","Electric Generators, Independent Power Producers","Total",5949338
"14454",1999,"ME","Electric Generators, Independent Power Producers","Hydro",1936275
"14455",1999,"ME","Electric Generators, Independent Power Producers","Natural Gas",5429
"14457",1999,"ME","Electric Generators, Independent Power Producers","Petroleum",2702668
"14458",1999,"ME","Electric Generators, Independent Power Producers","Wood",1061992
"14459",1999,"ME","Electric Generators, Electric Utilities","Total",1189273
"14460",1999,"ME","Electric Generators, Electric Utilities","Hydro",516242
"14461",1999,"ME","Electric Generators, Electric Utilities","Petroleum",673031
"14462",1999,"ME","Combined Heat and Power, Industrial Power","Total",4524282
"14463",1999,"ME","Combined Heat and Power, Industrial Power","Coal",190597
"14464",1999,"ME","Combined Heat and Power, Industrial Power","Hydro",1303439
"14465",1999,"ME","Combined Heat and Power, Industrial Power","Natural Gas",45801
"14468",1999,"ME","Combined Heat and Power, Industrial Power","Petroleum",1214272
"14469",1999,"ME","Combined Heat and Power, Industrial Power","Wood",1726366
"14470",1999,"ME","Combined Heat and Power, Electric Power","Total",828690
"14471",1999,"ME","Combined Heat and Power, Electric Power","Coal",303810
"14472",1999,"ME","Combined Heat and Power, Electric Power","Natural Gas",29498
"14474",1999,"ME","Combined Heat and Power, Electric Power","Petroleum",115021
"14475",1999,"ME","Combined Heat and Power, Electric Power","Wood",305125
"14476",1999,"ME","Combined Heat and Power, Commercial Power","Total",182346
"14477",1999,"ME","Combined Heat and Power, Commercial Power","Natural Gas",7
"14479",1999,"ME","Combined Heat and Power, Commercial Power","Petroleum",6429
"14480",1999,"ME","Combined Heat and Power, Commercial Power","Wood",5650
"14481",1999,"MI","Total Electric Power Industry","Total",103239715
"14482",1999,"MI","Total Electric Power Industry","Coal",70404994
"14483",1999,"MI","Total Electric Power Industry","Hydro",1458333
"14484",1999,"MI","Total Electric Power Industry","Natural Gas",13513755
"14485",1999,"MI","Total Electric Power Industry","Nuclear",14590711
"14489",1999,"MI","Total Electric Power Industry","Petroleum",1484354
"14491",1999,"MI","Total Electric Power Industry","Wind",0
"14492",1999,"MI","Total Electric Power Industry","Wood",1740491
"14493",1999,"MI","Electric Generators, Independent Power Producers","Total",1723457
"14494",1999,"MI","Electric Generators, Independent Power Producers","Hydro",64910
"14495",1999,"MI","Electric Generators, Independent Power Producers","Natural Gas",93074
"14497",1999,"MI","Electric Generators, Independent Power Producers","Wood",988180
"14498",1999,"MI","Electric Generators, Electric Utilities","Total",87874695
"14499",1999,"MI","Electric Generators, Electric Utilities","Coal",69118017
"14500",1999,"MI","Electric Generators, Electric Utilities","Hydro",1367296
"14501",1999,"MI","Electric Generators, Electric Utilities","Natural Gas",2448449
"14502",1999,"MI","Electric Generators, Electric Utilities","Nuclear",14590711
